method,n_clusters,silhouette,calinski_harabasz,davies_bouldin,execution_time,embedding,metric,db_inverted,silhouette_norm,calinski_harabasz_norm,db_inverted_norm,score
DBSCAN,4,-0.2611670468587521,4.54175874045565,1.2991112996958527,0.028298616409301758,RESISTANCE + KEYWORDS,jaccard,-1.2991112996958527,0.04878525267053069,0.0005109082230720743,0.7489731259303931,0.7982692868239959
DBSCAN,4,-0.2611670468587521,4.54175874045565,1.2991112996958527,0.03837323188781738,RESISTANCE + KEYWORDS,weighted_jaccard,-1.2991112996958527,0.04878525267053069,0.0005109082230720743,0.7489731259303931,0.7982692868239959
DBSCAN,5,-0.2858722931795014,4.162597585723835,1.323441806059997,0.03126335144042969,ATTACKS_DMG + KEYWORDS,weighted_jaccard,-1.323441806059997,0.02333810358114813,0.0003018699826020082,0.7432198425629986,0.7668598161267487
DBSCAN,5,-0.2858722931795014,4.162597585723835,1.323441806059997,0.06756782531738281,ATTACKS_DMG + KEYWORDS,jaccard,-1.323441806059997,0.02333810358114813,0.0003018699826020082,0.7432198425629986,0.7668598161267487
DBSCAN,3,-0.2590157706598465,3.6150548446212056,1.49594560402219,0.03675580024719238,SUPERTYPES + KEYWORDS,jaccard,-1.49594560402219,0.051001132061298526,0.0,0.7024289434023105,0.7534300754636091
DBSCAN,3,-0.2590157706598465,3.6150548446212056,1.49594560402219,0.035511016845703125,SUPERTYPES + KEYWORDS,weighted_jaccard,-1.49594560402219,0.051001132061298526,0.0,0.7024289434023105,0.7534300754636091
DBSCAN,5,-0.3085299824792428,4.603756748162555,1.3396648833188012,0.04136514663696289,KEYWORDS,weighted_jaccard,-1.3396648833188012,0.0,0.0005450888195861546,0.739383672482355,0.7399287613019412
DBSCAN,5,-0.3085299824792428,4.603756748162555,1.3396648833188012,0.04474997520446777,KEYWORDS,jaccard,-1.3396648833188012,0.0,0.0005450888195861546,0.739383672482355,0.7399287613019412
K-Means,8,-0.051983158604597436,7.557989610706715,2.817683762472628,3.6984922885894775,ATTACKS_DMG + QUANTITY,jaccard,-2.817683762472628,0.2642509688342043,0.0021738095675274227,0.3898857497156327,0.6563105281173645
K-Means,8,-0.051983158604597436,7.557989610706715,2.817683762472628,3.505150556564331,ATTACKS_DMG + QUANTITY,weighted_jaccard,-2.817683762472628,0.2642509688342043,0.0021738095675274227,0.3898857497156327,0.6563105281173645
Agglomerative,8,0.017836912323552966,12.219363570922905,3.4450509181972913,0.5995333194732666,ATTACKS_DMG + QUANTITY,weighted_jaccard,-3.4450509181972913,0.3361677484231487,0.004743707350188683,0.24153614415215974,0.5824475999254972
BIRCH,8,0.017836912323552966,12.219363570922905,3.4450509181972913,0.8437623977661133,ATTACKS_DMG + QUANTITY,weighted_jaccard,-3.4450509181972913,0.3361677484231487,0.004743707350188683,0.24153614415215974,0.5824475999254972
Agglomerative,8,0.017836912323552966,12.219363570922905,3.4450509181972913,0.6584513187408447,ATTACKS_DMG + QUANTITY,jaccard,-3.4450509181972913,0.3361677484231487,0.004743707350188683,0.24153614415215974,0.5824475999254972
BIRCH,8,0.017836912323552966,12.219363570922905,3.4450509181972913,0.813652753829956,ATTACKS_DMG + QUANTITY,jaccard,-3.4450509181972913,0.3361677484231487,0.004743707350188683,0.24153614415215974,0.5824475999254972
K-Means,8,-0.07628612434930616,7.5724082621427415,3.038533270099977,3.173577070236206,RESISTANCE + QUANTITY,jaccard,-3.038533270099977,0.2392181808753024,0.0021817588246929418,0.3376628415725368,0.5790627812725321
K-Means,8,-0.07628612434930616,7.5724082621427415,3.038533270099977,3.91670560836792,RESISTANCE + QUANTITY,weighted_jaccard,-3.038533270099977,0.2392181808753024,0.0021817588246929418,0.3376628415725368,0.5790627812725321
Agglomerative,8,0.013016700617653093,12.201390944887159,3.459187948094015,0.6660821437835693,RESISTANCE + QUANTITY,weighted_jaccard,-3.459187948094015,0.3312027849360451,0.0047337987240642695,0.23819324870428515,0.5741298323643945
Agglomerative,8,0.013016700617653093,12.201390944887159,3.459187948094015,0.707862138748169,RESISTANCE + QUANTITY,jaccard,-3.459187948094015,0.3312027849360451,0.0047337987240642695,0.23819324870428515,0.5741298323643945
BIRCH,8,0.006227191602732388,12.202013286132855,3.529285372850696,0.7875986099243164,RESISTANCE + QUANTITY,jaccard,-3.529285372850696,0.32420938580521813,0.004734141831783372,0.22161774707213933,0.5505612747091408
BIRCH,8,0.006227191602732388,12.202013286132855,3.529285372850696,0.8136889934539795,RESISTANCE + QUANTITY,weighted_jaccard,-3.529285372850696,0.32420938580521813,0.004734141831783372,0.22161774707213933,0.5505612747091408
Agglomerative,7,0.012349913799518518,12.511720249646826,3.5843858946592304,0.6145482063293457,ATTACKS_COSTS + QUANTITY,jaccard,-3.5843858946592304,0.33051597439582175,0.004904888750095928,0.20858846971509348,0.5440093328610112
Agglomerative,7,0.012349913799518518,12.511720249646826,3.5843858946592304,0.6031661033630371,ATTACKS_COSTS + QUANTITY,weighted_jaccard,-3.5843858946592304,0.33051597439582175,0.004904888750095928,0.20858846971509348,0.5440093328610112
Agglomerative,7,0.010449067120714571,12.609957877036678,3.5935942247474584,0.6622648239135742,SUPERTYPES + QUANTITY,weighted_jaccard,-3.5935942247474584,0.3285580449664375,0.00495904888892147,0.20641103322671217,0.539928127082071
Agglomerative,7,0.010449067120714571,12.609957877036678,3.5935942247474584,0.6151371002197266,SUPERTYPES + QUANTITY,jaccard,-3.5935942247474584,0.3285580449664375,0.00495904888892147,0.20641103322671217,0.539928127082071
BIRCH,7,0.01680823650391192,12.574514181436474,3.675953840474928,0.7443628311157227,SUPERTYPES + QUANTITY,jaccard,-3.675953840474928,0.3351081812928642,0.004939508153612592,0.18693596763546927,0.526983657081946
BIRCH,7,0.01680823650391192,12.574514181436474,3.675953840474928,0.7766544818878174,SUPERTYPES + QUANTITY,weighted_jaccard,-3.675953840474928,0.3351081812928642,0.004939508153612592,0.18693596763546927,0.526983657081946
BIRCH,7,0.017928793655508563,12.50958936989897,3.6819769579206865,0.7607502937316895,ATTACKS_COSTS + QUANTITY,jaccard,-3.6819769579206865,0.33626238896720356,0.00490371395846027,0.1855117185507229,0.5266778214763868
BIRCH,7,0.017928793655508563,12.50958936989897,3.6819769579206865,0.7301187515258789,ATTACKS_COSTS + QUANTITY,weighted_jaccard,-3.6819769579206865,0.33626238896720356,0.00490371395846027,0.1855117185507229,0.5266778214763868
K-Means,5,-0.08171371763443148,9.491118767761513,3.7775227225869594,2.4458518028259277,QUANTITY,weighted_jaccard,-3.7775227225869594,0.23362759603636007,0.003239577810262994,0.1629186064118996,0.3997857802585226
K-Means,5,-0.08171371763443148,9.491118767761513,3.7775227225869594,2.5138306617736816,QUANTITY,jaccard,-3.7775227225869594,0.23362759603636007,0.003239577810262994,0.1629186064118996,0.3997857802585226
K-Means,7,-0.03933396752363314,9.599380922058549,4.3434250082483095,2.8562464714050293,SUPERTYPES + QUANTITY,weighted_jaccard,-4.3434250082483095,0.27728001728481794,0.0032992646478024524,0.029103216015253786,0.30968249794787417
K-Means,7,-0.03933396752363314,9.599380922058549,4.3434250082483095,2.8886005878448486,SUPERTYPES + QUANTITY,jaccard,-4.3434250082483095,0.27728001728481794,0.0032992646478024524,0.029103216015253786,0.30968249794787417
K-Means,7,-0.03911301805842709,9.57244624086568,4.466501856242477,2.9322736263275146,ATTACKS_COSTS + QUANTITY,weighted_jaccard,-4.466501856242477,0.27750760190021984,0.0032844150824028486,0.0,0.2807920169826227
K-Means,7,-0.03911301805842709,9.57244624086568,4.466501856242477,2.7618210315704346,ATTACKS_COSTS + QUANTITY,jaccard,-4.466501856242477,0.27750760190021984,0.0032844150824028486,0.0,0.2807920169826227
DBSCAN,0,,,,0.17395257949829102,QUANTITY,jaccard,,,,,
DBSCAN,0,,,,0.18137168884277344,QUANTITY,weighted_jaccard,,,,,
DBSCAN,0,,,,0.18051791191101074,ATTACKS_DMG + QUANTITY,jaccard,,,,,
DBSCAN,0,,,,0.17205524444580078,ATTACKS_DMG + QUANTITY,weighted_jaccard,,,,,
DBSCAN,0,,,,0.18014287948608398,ATTACKS_COSTS + QUANTITY,jaccard,,,,,
DBSCAN,0,,,,0.16566109657287598,ATTACKS_COSTS + QUANTITY,weighted_jaccard,,,,,
DBSCAN,0,,,,0.15680742263793945,RESISTANCE + QUANTITY,jaccard,,,,,
DBSCAN,0,,,,0.17382192611694336,RESISTANCE + QUANTITY,weighted_jaccard,,,,,
DBSCAN,0,,,,0.1861724853515625,SUPERTYPES + QUANTITY,jaccard,,,,,
DBSCAN,0,,,,0.18119382858276367,SUPERTYPES + QUANTITY,weighted_jaccard,,,,,
DBSCAN,0,,,,0.18117642402648926,KEYWORDS + QUANTITY,jaccard,,,,,
DBSCAN,0,,,,0.16683459281921387,KEYWORDS + QUANTITY,weighted_jaccard,,,,,
