method,n_clusters,silhouette,calinski_harabasz,davies_bouldin,execution_time,embedding,metric,db_inverted,silhouette_norm,calinski_harabasz_norm,db_inverted_norm,score
DBSCAN,34,0.07001392599969467,21.66441774967716,1.398164354169834,0.020333051681518555,WEAKNESS,coseno,-1.398164354169834,0.388776087706478,0.01004592524267025,0.5097459700786506,0.30285599434259963
DBSCAN,24,0.036262214092222904,74.27663840152158,1.7178702853803796,0.015711069107055664,ATTACKS_DMG + SUPERTYPES,coseno,-1.7178702853803796,0.3541120547769582,0.03904918854579452,0.3749832009766818,0.2560481480998115
DBSCAN,30,0.030157038906194186,23.92696099640776,1.2083413636407072,0.014879465103149414,PKMN_TYPES,coseno,-1.2083413636407072,0.3478418544899577,0.011293185607403264,0.5897603499997891,0.3162984633657167
DBSCAN,32,-0.0015220027821908361,18.943426204230196,1.3688613562359757,0.034542083740234375,RESISTANCE + WEAKNESS,coseno,-1.3688613562359757,0.3153065168077611,0.00854593848559337,0.522097799553955,0.2819834182824365
DBSCAN,26,-0.002885720130495251,20.584681881741897,1.3045468539806782,0.028882265090942383,ATTACKS_COSTS + WEAKNESS,coseno,-1.3045468539806782,0.313905937684611,0.009450704906262418,0.5492077139197001,0.29085478550352456
DBSCAN,26,-0.0041169028786013275,25.72942183777487,1.3242930308866885,0.019277095794677734,ATTACKS_DMG + WEAKNESS,coseno,-1.3242930308866885,0.31264147562000216,0.012286818754380275,0.5408842853584739,0.28860419324428543
DBSCAN,27,-0.018317700635234975,19.670255761037666,1.2128681231068765,0.03322196006774902,RESISTANCE + PKMN_TYPES,coseno,-1.2128681231068765,0.2980568251462457,0.008946614008340787,0.5878522257482006,0.29828522163426235
DBSCAN,26,-0.038617761168596554,24.335583924404293,1.2173113300818141,0.023221731185913086,ATTACKS_DMG + PKMN_TYPES,coseno,-1.2173113300818141,0.27720804660935866,0.011518445028608887,0.5859793206276465,0.29156860408853796
DBSCAN,27,-0.045695612722417706,18.71951560863799,1.230535640249623,0.015958547592163086,ATTACKS_COSTS + PKMN_TYPES,coseno,-1.230535640249623,0.26993887815934015,0.008422504464374338,0.5804049959633236,0.2862554595290127
DBSCAN,15,-0.050267646552012026,104.85057792892515,1.2161408885277825,0.03668999671936035,ATTACKS_DMG + RESISTANCE,coseno,-1.2161408885277825,0.2652432605960469,0.055903524046951474,0.5864726863412448,0.3025398236614144
DBSCAN,24,-0.10018942498140827,15.987467226314486,1.3665968583137968,0.019455432891845703,SUPERTYPES + WEAKNESS,coseno,-1.3665968583137968,0.21397207837806595,0.006916422462746728,0.5230523330199528,0.24798027795358848
DBSCAN,29,-0.12487167215668053,11.103149111089078,1.2528071082801542,0.043271780014038086,PKMN_TYPES + WEAKNESS,coseno,-1.2528071082801542,0.18862266110395193,0.004223869998756863,0.5710171041203544,0.2546212117410211
DBSCAN,24,-0.12695294911642896,15.625247337407057,1.2743382858953307,0.012470722198486328,PKMN_TYPES + SUPERTYPES,coseno,-1.2743382858953307,0.18648512647264337,0.006716743401846982,0.5619412602457637,0.25171437670675134
DBSCAN,4,-0.20922703197750087,5.800680841617592,1.1546807878555927,0.0330805778503418,ATTACKS_COSTS + KEYWORDS,coseno,-1.1546807878555927,0.10198714529288316,0.0013008060894490958,0.6123794104502058,0.2385557872775127
DBSCAN,3,-0.2590157706598465,3.6150548446212056,1.49594560402219,0.03605222702026367,SUPERTYPES + KEYWORDS,coseno,-1.49594560402219,0.050852598934598425,9.594749409502497e-05,0.4685291182471564,0.17315922155861663
DBSCAN,4,-0.260698849169028,3.561540778046804,1.339637284615613,0.05135917663574219,PKMN_TYPES + KEYWORDS,coseno,-1.339637284615613,0.04912402620248996,6.644707491391803e-05,0.5344163599293666,0.1945356110689235
DBSCAN,4,-0.2611670468587521,4.54175874045565,1.2991112996958527,0.05207204818725586,RESISTANCE + KEYWORDS,coseno,-1.2991112996958527,0.0486431729592941,0.0006068066968033827,0.5514989142870301,0.20024963131437587
DBSCAN,4,-0.2631075764708353,3.441005094509976,1.3695897065618765,0.029275178909301758,KEYWORDS + WEAKNESS,coseno,-1.3695897065618765,0.04665019012753824,0.0,0.5217907845842199,0.1894803249039194
DBSCAN,5,-0.2858722931795014,4.162597585723835,1.323441806059997,0.03356122970581055,ATTACKS_DMG + KEYWORDS,coseno,-1.323441806059997,0.023270134864453895,0.00039778851302865975,0.5412430945126829,0.18830367263005518
DBSCAN,5,-0.3085299824792428,4.603756748162555,1.3396648833188012,0.04987621307373047,KEYWORDS,coseno,-1.3396648833188012,0.0,0.0006409840137748806,0.5344047264959451,0.17834857016990666
